,Unnamed: 0,userid,placeid,frequency,id_x,created_at,lng,lat,photos_count_x,checkins_count,users_count,radius_meters,highlights_count_x,items_count_x,max_items_count,spot_categories,state,id_y,bookmarked_spots_count,challenge_pin_count,country_pin_count,highlights_count_y,items_count_y,photos_count_y,pins_count,province_pin_count,region_pin_count,state_pin_count,trips_count,friends_count,stamps_count,checkin_num,places_num,ts,cluster
3929,5824,3236,50738,1,50738,2009-10-17T02:43:17Z,0.8936800287045709,0.20751655890672904,3,0.0005057185092974403,12,75,0,2,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",Florida,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.3410264960144218,4
3933,5828,3236,631060,1,631060,2010-03-01T16:17:11Z,0.893270500953341,0.20979407899527536,164,0.1993697969345678,2443,2000,16,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Florida,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.4930305919424214,6
3924,5819,3236,38027,1,38027,2009-10-05T23:00:30Z,0.8935015244320382,0.20825107840781387,2,0.0025674939702793123,35,75,1,2,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",Florida,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.328519144546771,4
3928,5823,3236,45748,1,45748,2009-10-12T22:51:20Z,0.4223033331606636,0.6056627535526535,23,0.020306543219481832,330,50,2,10,10,"[{'url': '/categories/444', 'name': 'In-N-Out Burger'}]",California,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.33636083981578224,1
3931,5826,3236,59763,1,59763,2009-10-24T00:31:57Z,0.4222848032269333,0.6046418285171957,3,0.0058352135688166185,50,50,0,10,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",California,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.3487730657123542,1
3932,5827,3236,60440,1,60440,2009-10-24T15:14:03Z,0.4204384043064313,0.6209839262146797,0,0.000933634171010659,21,75,0,5,10,"[{'url': '/categories/141', 'name': 'Hall'}]",California,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.3494599164592458,1
3919,5814,3236,30713,1,30713,2009-09-27T19:22:18Z,0.8935016588910115,0.20825156385734778,1,0.0009725355948027698,16,75,1,4,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",Florida,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.31937914745218876,4
3918,5813,3236,22831,1,22831,2009-08-28T22:10:39Z,0.8073945838399084,0.7608318290407934,436,0.6444798879638994,7011,2500,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Illinois,3236,0,3,1,0,7,0,7,0,4,3,0,0.06933333333333333,19,0.4888888888888889,19,0.2858723784437309,0
3951,5850,3264,265693,1,265693,2009-12-24T19:37:33Z,0.9965589801123891,0.7758249105962041,0,0.0005057185092974403,10,75,0,3,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.4180620644906732,0
3934,5829,3264,22846,1,22846,2009-08-29T00:10:59Z,0.8068410289330423,0.756517814366582,7,0.008169298996343267,105,50,1,8,10,"[{'url': '/categories/230', 'name': 'Apple Store'}]",Illinois,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.28596607648236017,0
3957,5863,3264,616418,1,616418,2010-02-26T22:35:40Z,0.9967438461763557,0.7759628586147918,1,0.00023340854275266475,6,75,0,1,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.48996151398484855,0
3958,5864,3264,707514,1,707514,2010-03-14T11:52:24Z,0.9966083716440448,0.7757720357816471,1,0.0008558313234264374,16,75,0,0,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.5074008213398784,0
3952,5851,3264,283386,1,283386,2009-12-28T15:02:34Z,0.9970659619876789,0.7769919367303952,0,0.0005835213568816618,9,75,0,1,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.42233299499084254,0
3950,5847,3264,142368,1,142368,2009-11-28T17:59:05Z,0.9232002417084234,0.8027322382057844,2,0.0008947327472185482,17,300,0,4,10,"[{'url': '/categories/33', 'name': 'Zoo'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.3888325849905456,0
3959,5866,3264,755742,1,755742,2010-03-20T18:25:14Z,0.9965754927740602,0.7757944586741645,0,0.0002723099665447755,7,75,0,0,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.5144342736939436,0
3938,5833,3264,37797,1,37797,2009-10-05T19:57:44Z,0.9965520017776177,0.7758559987884381,0,0.0006613242044658835,14,50,0,2,10,"[{'url': '/categories/235', 'name': 'Post Office'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.3283768325396217,0
3954,5855,3264,321118,1,321118,2010-01-04T00:42:51Z,0.9965658555403223,0.7758047744580316,1,0.0003890142379211079,9,50,0,1,10,"[{'url': '/categories/18', 'name': 'Asian'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.4295124060485733,0
3936,5831,3264,25959,1,25959,2009-09-19T23:26:22Z,0.8069096406110957,0.7560078973930691,0,0.001089239866179102,20,100,0,2,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Illinois,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.3105990961747054,0
3945,5841,3264,53119,1,53119,2009-10-18T21:08:05Z,0.9252393913532513,0.8000804267611197,0,0.0010503384423869915,13,250,0,2,10,"[{'url': '/categories/438', 'name': 'Target'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.34300801486793375,0
3947,5843,3264,82170,1,82170,2009-11-06T17:32:16Z,0.9245299906097759,0.8022063078705417,0,0.0008947327472185482,14,75,0,3,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.36414394344313905,0
3948,5845,3264,114976,1,114976,2009-11-20T13:02:31Z,0.9251709148696704,0.8000356132043225,2,0.012137244223138567,35,75,0,10,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.37963156737274417,0
3946,5842,3264,78885,1,78885,2009-11-05T00:00:33Z,0.9252638905841836,0.7965660164372614,1,0.0008169298996343267,12,75,0,0,10,"[{'url': '/categories/19', 'name': 'Italian'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.3622037581426767,0
3955,5860,3264,451105,1,451105,2010-01-25T16:33:42Z,0.9971231032690586,0.7742390427821233,0,0.0015560569516844317,35,75,0,5,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.4537992880558299,0
3956,5861,3264,520249,1,520249,2010-02-06T23:48:54Z,0.9965712161909498,0.775829538782236,0,0.0005835213568816618,8,75,0,0,10,"[{'url': '/categories/18', 'name': 'Asian'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.46759330047084546,0
3940,5835,3264,43444,1,43444,2009-10-11T00:21:50Z,0.9287625160312448,0.7693232854148602,0,7.780284758422158e-05,2,75,0,0,10,"[{'url': '/categories/57', 'name': 'Other - Travel & Lodging'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.33418878431363197,0
3953,5854,3264,306197,1,306197,2010-01-01T04:24:13Z,0.997099912135601,0.7742731397910452,1,0.0014393526803080992,23,75,0,2,10,"[{'url': '/categories/24', 'name': 'Pub'}]",Massachusetts,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.4263209885605086,0
3935,5830,3264,24025,1,24025,2009-09-06T15:10:21Z,0.9237205172247808,0.8023395372154678,0,0.0008169298996343267,6,75,0,2,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.2956364667679132,0
3937,5832,3264,27027,1,27027,2009-09-22T16:35:35Z,0.9253668912881583,0.8030328932145194,0,0.00019450711896055396,5,75,0,1,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",New York,3264,0,6,1,0,10,0,11,0,5,4,0,0.0,47,0.9333333333333333,47,0.31364302360611873,0
3990,5937,3307,117211,1,117211,2009-11-21T05:28:39Z,0.7222580931463618,0.3441233930561358,11,0.007313467672916829,148,75,1,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3803994240970745,4
3966,5913,3307,30881,1,30881,2009-09-27T23:02:48Z,0.720780337854132,0.34398720648013237,0,0.001089239866179102,15,75,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3195508406725587,4
3965,5912,3307,30242,1,30242,2009-09-27T03:23:42Z,0.7242984596608353,0.3523719315526268,0,0.000933634171010659,24,75,0,2,10,"[{'url': '/categories/456', 'name': 'Sonic'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3186327296696625,4
3968,5915,3307,37255,1,37255,2009-10-05T00:44:41Z,0.7204166242083732,0.3446781773818952,2,0.0017894654944370964,22,75,0,1,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3274790054750021,4
3972,5919,3307,43315,1,43315,2009-10-10T22:46:19Z,0.7206358570913609,0.3444223160618367,1,0.0006613242044658835,12,75,0,2,10,"[{'url': '/categories/456', 'name': 'Sonic'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3341144098732727,4
3967,5914,3307,35957,1,35957,2009-10-03T21:23:01Z,0.7224490145688423,0.3576254858914012,2,0.0015949583754765425,31,75,0,3,10,"[{'url': '/categories/160', 'name': 'Indian'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3262007150587891,4
3985,5932,3307,53461,1,53461,2009-10-19T00:47:20Z,0.7201487897178112,0.34384929515372487,20,0.008052594724966933,87,100,1,5,10,"[{'url': '/categories/694', 'name': 'Alamo Drafthouse Cinema'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3431787347707278,4
3960,5907,3307,26053,1,26053,2009-09-20T03:46:58Z,0.7223232815197038,0.34470618333222114,2,0.004745973702637516,64,50,1,7,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3108020134229079,4
3987,5934,3307,54525,2,54525,2009-10-20T00:08:11Z,0.7205894287695693,0.345167138578073,0,0.0010503384423869915,18,75,1,2,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3442695123115733,4
3979,5926,3307,49740,1,49740,2009-10-16T16:00:05Z,0.7211575333983888,0.3416526523058958,0,0.0004279156617132187,9,75,0,2,10,"[{'url': '/categories/135', 'name': 'Administration'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.34052566572261966,4
3988,5935,3307,63203,1,63203,2009-10-26T00:49:32Z,0.7230777381239795,0.3442955300967112,8,0.00976425737181981,167,75,1,9,10,"[{'url': '/categories/124', 'name': 'Diner'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.35102928074089235,4
3974,5921,3307,44712,1,44712,2009-10-12T00:00:14Z,0.7213290765207045,0.3457096744029404,0,0.0010503384423869915,14,75,1,4,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3352932272332403,4
3983,5930,3307,52052,1,52052,2009-10-17T23:50:18Z,0.729774906746435,0.3293912353848937,11,0.002178479732358204,52,75,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3420130636868173,4
3975,5922,3307,45731,2,45731,2009-10-12T22:42:47Z,0.7205096459236981,0.34449475837429744,0,0.00035011281412899715,7,50,0,2,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.33635418232356074,4
3976,5923,3307,46892,1,46892,2009-10-14T00:06:20Z,0.7206339407099931,0.3455243067191256,0,0.0010503384423869915,19,75,0,3,10,"[{'url': '/categories/18', 'name': 'Asian'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3375405007176475,4
3986,5933,3307,53559,1,53559,2009-10-19T02:48:17Z,0.720165586903982,0.3438971322469848,2,0.004590368007469073,45,300,0,2,10,"[{'url': '/categories/11', 'name': 'Mall'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.34327291297936213,4
3970,5917,3307,42866,1,42866,2009-10-10T18:54:24Z,0.7206256205472725,0.3439760364079163,0,0.0004668170855053295,11,75,0,3,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.33393382701904173,4
3981,5928,3307,50315,1,50315,2009-10-16T22:30:49Z,0.7207540460974498,0.3439911006523044,4,0.0016727612230607641,28,75,0,3,10,"[{'url': '/categories/16', 'name': 'American'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.34082991181924527,4
3961,5908,3307,26593,1,26593,2009-09-21T18:49:11Z,0.7223138141063528,0.34417062829003764,5,0.007819186182214269,119,75,1,10,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3126257899413005,4
3971,5918,3307,43222,1,43222,2009-10-10T22:02:07Z,0.719923291663003,0.34366421359468946,1,0.0005835213568816618,11,75,0,1,10,"[{'url': '/categories/364', 'name': 'Dog Park'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.33407999336379035,4
3964,5911,3307,30221,1,30221,2009-09-27T02:39:52Z,0.7242692495079395,0.3532560573044221,0,0.0008558313234264374,19,250,0,3,10,"[{'url': '/categories/446', 'name': 'Walmart'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3185985986666715,4
3982,5929,3307,51664,1,51664,2009-10-17T19:41:30Z,0.7220749705087748,0.3429784535614089,0,0.00019450711896055396,5,100,0,1,10,"[{'url': '/categories/436', 'name': ""McDonald's""}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.34181933455652924,4
3969,5916,3307,41524,2,41524,2009-10-09T18:16:40Z,0.721366646146679,0.34553017024942867,12,0.04321948183303509,285,300,0,10,10,"[{'url': '/categories/11', 'name': 'Mall'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3327831839585009,4
3962,5909,3307,29184,1,29184,2009-09-26T00:53:53Z,0.7204696196847398,0.3439904578717672,0,0.0005835213568816618,12,75,0,2,10,"[{'url': '/categories/160', 'name': 'Indian'}]",Texas,3307,0,7,1,0,7,0,9,0,2,1,0,0.023999999999999997,31,0.6888888888888889,31,0.3173948124664925,4
3995,5942,3311,9410,1,9410,2009-03-15T17:27:07Z,0.697424976031632,0.3598440684669628,678,0.991558391037112,7788,3000,42,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.0995221374074724,4
4001,5951,3311,671360,1,671360,2010-03-09T17:30:39Z,0.6966022764316018,0.361953731894779,1,0.0026841982416556448,69,250,0,6,10,"[{'url': '/categories/258', 'name': 'Interactive > Panel > Design & Development'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5020578918392928,4
4010,5962,3311,6887352,1,6887352,2011-02-08T13:22:57Z,0.6966085306711753,0.3619048666134814,4,0.004395860888508519,113,50,0,2,10,"[{'url': '/categories/755', 'name': 'Interactive > Design / Development > Solo'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.8786089999276108,6
4005,5955,3311,694710,1,694710,2010-03-12T21:08:58Z,0.6966173547455841,0.3620136388767352,0,0.002061775460981872,53,75,0,2,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5055916705402552,4
4002,5952,3311,671960,1,671960,2010-03-09T17:44:23Z,0.6966022764316018,0.361953731894779,5,0.0035789309888741927,92,250,0,8,10,"[{'url': '/categories/251', 'name': 'Interactive > Workshop'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5020685853550582,4
4000,5948,3311,186795,1,186795,2009-12-09T19:29:05Z,0.7236520790024861,0.3525239767505548,0,0.0008947327472185482,21,75,0,3,10,"[{'url': '/categories/225', 'name': 'Gate'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.4012365441765091,4
4009,5961,3311,6887071,1,6887071,2011-02-08T13:17:17Z,0.6966085306711753,0.3619048666134814,11,0.00883062320080915,227,50,0,1,10,"[{'url': '/categories/778', 'name': 'Interactive > Featured Speaker > Panel'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.8786045875546016,6
3992,5939,3311,9246,3,9246,2009-02-25T23:03:57Z,0.6966090436431345,0.3619568871873593,555,0.6738893643507352,6511,500,15,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.07960170079849149,4
4004,5954,3311,694184,1,694184,2010-03-12T19:48:46Z,0.696612064719792,0.36197992073432617,4,0.013965611141367774,299,150,0,7,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5055292224845935,4
3999,5946,3311,25155,1,25155,2009-09-16T17:27:53Z,0.6966447015474058,0.3621310329103038,6,0.00785808760600638,176,75,0,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.30695617612957804,4
3998,5945,3311,15537,1,15537,2009-06-19T02:06:50Z,0.6966384085088317,0.36205817049689193,31,0.02695868668793278,594,75,1,10,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.20644669239564806,4
4006,5956,3311,696033,1,696033,2010-03-13T00:27:40Z,0.6966150882169522,0.36200790844411657,1,0.0026841982416556448,62,50,0,0,10,"[{'url': '/categories/57', 'name': 'Other - Travel & Lodging'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5057463891021037,4
3991,5938,3311,9229,1,9229,2009-02-25T16:44:30Z,0.6966484385521767,0.3621579164462827,115,0.082509919863067,1517,75,3,10,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.07930624051518365,4
4012,5965,3311,7061078,1,7061078,2011-03-12T16:23:15Z,0.6966029081444731,0.36197176668035347,1,0.0023340854275266474,55,150,0,0,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.914629770368947,6
4007,5957,3311,715052,1,715052,2010-03-15T15:52:51Z,0.6964960836287788,0.3637757483251831,2,0.005018283669182292,109,150,0,2,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5087093105560747,4
4008,5960,3311,6886979,1,6886979,2011-02-08T13:15:34Z,0.6966085306711753,0.3619048666134814,2,0.0015171555278923209,39,50,0,0,10,"[{'url': '/categories/755', 'name': 'Interactive > Design / Development > Solo'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.8786032508651296,6
4003,5953,3311,672070,1,672070,2010-03-09T17:47:01Z,0.6966022764316018,0.361953731894779,1,0.0045125651598848515,114,250,0,9,10,"[{'url': '/categories/258', 'name': 'Interactive > Panel > Design & Development'}]",Texas,3311,0,16,1,2,8,3,19,0,3,2,0,0.037333333333333336,30,1.0,29,0.5020706358107532,4
4018,5972,3332,34106,1,34106,2009-10-02T03:50:26Z,0.9511741459174029,0.6923285531965784,7,0.004862677974013849,79,75,0,6,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.32425985492481146,0
4025,5979,3332,120312,1,120312,2009-11-22T00:30:24Z,0.9511105062635931,0.6919687051371115,1,0.0010503384423869915,25,75,0,5,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.38128845237081066,0
4028,5982,3332,579403,1,579403,2010-02-19T01:01:00Z,0.964019632508358,0.7181885795885619,0,0.00023340854275266475,5,75,0,0,10,"[{'url': '/categories/31', 'name': 'Performing Arts'}]",New York,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.48110458359644426,0
4030,5984,3332,719312,1,719312,2010-03-16T05:04:30Z,0.6965360744286062,0.3621339104986472,0,0.0003890142379211079,10,100,0,1,10,"[{'url': '/categories/162', 'name': 'Cemetery'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.5093257320431803,6
4023,5977,3332,82152,1,82152,2009-11-06T17:25:16Z,0.9509432171964811,0.6917633638727887,1,0.003228818174745196,51,50,0,1,10,"[{'url': '/categories/16', 'name': 'American'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.3641384928647149,0
4013,5967,3332,9260,1,9260,2009-02-26T19:04:17Z,0.6967223945354257,0.36190146445907034,76,0.06259239088150627,1061,75,2,10,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.08053634522261177,7
4031,5985,3332,719324,1,719324,2010-03-16T05:11:57Z,0.6965360744286062,0.3621339104986472,1,0.0004279156617132187,11,75,0,1,10,"[{'url': '/categories/140', 'name': 'Frat House'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.5093315330159314,6
4035,5989,3332,6589590,1,6589590,2010-12-15T17:13:16Z,0.9509195113114486,0.6917393056891898,0,0.0005057185092974403,9,75,0,1,10,"[{'url': '/categories/101', 'name': 'Sandwich Shop'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.8171189353328074,6
4026,5980,3332,305826,1,305826,2010-01-01T02:38:44Z,0.9509930552010404,0.691515657274081,4,0.002178479732358204,46,50,0,3,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.4262388535346773,0
4017,5971,3332,23570,1,23570,2009-09-03T22:51:40Z,0.9510152396644932,0.6917558023825492,6,0.0045125651598848515,91,50,0,10,10,"[{'url': '/categories/16', 'name': 'American'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.2926318873216971,0
4036,5990,3332,6595109,1,6595109,2010-12-16T23:13:37Z,0.9507650425200308,0.6916316513218603,0,0.0002723099665447755,7,75,0,0,10,"[{'url': '/categories/372', 'name': 'Holiday Festivities'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.8185207851708753,6
4033,5987,3332,1229948,1,1229948,2010-06-05T17:42:45Z,0.9508592668838449,0.692059469820667,0,0.0004668170855053295,12,75,0,0,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",Pennsylvania,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.6007383561174855,0
4015,5969,3332,9326,1,9326,2009-03-13T22:30:04Z,0.6966486197485877,0.3621774347590949,282,0.1553722866256905,2233,75,33,10,10,"[{'url': '/categories/32', 'name': 'Live Music'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.09751550696050515,7
4016,5970,3332,19812,1,19812,2009-08-04T18:22:52Z,0.9621440402309276,0.7184807514203211,35,0.046915117093285615,503,100,0,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",New Jersey,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.2587847296906318,0
4029,5983,3332,706983,1,706983,2010-03-14T08:52:04Z,0.6966014250398207,0.36201522538110886,1,0.0012837469851396562,29,300,0,4,10,"[{'url': '/categories/113', 'name': 'Big Blue Wet Thing'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.5072604040576074,6
4037,5991,3332,6745159,1,6745159,2011-01-12T20:05:56Z,0.696519136401625,0.36200674041651326,660,0.21092351980082472,3835,1000,28,10,10,"[{'url': '/categories/370', 'name': 'Party'}]",Texas,3332,0,7,1,0,8,1,13,0,6,5,0,0.21599999999999997,25,0.4444444444444445,25,0.8486487146588715,6
